gene,disease,human_uid,match_uid,match_species,score,h_gini,m_gini,h_n,m_n,h_conc,m_conc,h_falpha,m_falpha
LRP8,Myocardial infarction 1,Q14114,Q94502,dictyostelium,85,0.9256,0.9058,959,939,141.0,145.0,0.19,0.28
MYRF,"Encephalitis/encephalopathy, mild, with reversible myelin vacuolization; Cardiac-urogenital syndrome; Nanophthalmos 1",Q9Y2G1,Q95ND4,cat,85,0.9197,0.9311,1147,1206,162.0,191.0,0.15,0.13
MYRF,"Encephalitis/encephalopathy, mild, with reversible myelin vacuolization; Cardiac-urogenital syndrome; Nanophthalmos 1",Q9Y2G1,Q54GV8,dictyostelium,85,0.9197,0.916,1147,1139,162.0,289.0,0.15,0.14
MYRF,"Encephalitis/encephalopathy, mild, with reversible myelin vacuolization; Cardiac-urogenital syndrome; Nanophthalmos 1",Q9Y2G1,Q9BEA0,dog,85,0.9197,0.913,1147,1212,162.0,223.0,0.15,0.14
FOXE1,"Bamforth-Lazarus syndrome; Thyroid cancer, non-medullary, 4",O00358,Q8R2I0,mouse,85,0.9703,0.9498,369,367,127.0,143.0,0.2,0.18
FOXE1,"Bamforth-Lazarus syndrome; Thyroid cancer, non-medullary, 4",O00358,Q6Z528,rice,85,0.9703,0.9617,369,355,127.0,156.0,0.2,0.19
SOHLH1,Spermatogenic failure 32; Ovarian dysgenesis 5,Q5JUK2,Q38909,arabidopsis,85,0.9361,0.9225,324,328,108.0,110.0,0.22,0.24
SOHLH1,Spermatogenic failure 32; Ovarian dysgenesis 5,Q5JUK2,Q9SJF3,arabidopsis,85,0.9361,0.9284,324,363,108.0,89.0,0.22,0.22
NRIP1,Congenital anomalies of kidney and urinary tract 3,P48552,P97347,mouse,85,0.9255,0.9102,1154,1114,135.0,123.0,0.17,0.16
NRIP1,Congenital anomalies of kidney and urinary tract 3,P48552,O76743,worm,85,0.9255,0.9245,1154,1152,135.0,161.0,0.17,0.2
AMN,Imerslund-Grasbeck syndrome 2,Q9BXJ7,Q6ICX4,arabidopsis,85,0.9481,0.9522,449,428,127.0,181.0,0.31,0.34
AMN,Imerslund-Grasbeck syndrome 2,Q9BXJ7,Q8GY60,arabidopsis,85,0.9481,0.9278,449,464,127.0,185.0,0.31,0.28
AMN,Imerslund-Grasbeck syndrome 2,Q9BXJ7,Q5F3W5,chicken,85,0.9481,0.94,449,403,127.0,100.0,0.31,0.3
AMN,Imerslund-Grasbeck syndrome 2,Q9BXJ7,Q02936,fly,85,0.9481,0.9464,449,467,127.0,242.0,0.31,0.32
POMGNT1,Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A3; Muscular dystrophy-dystroglycanopathy ,Q8WZA1,Q9FF29,arabidopsis,85,0.9385,0.9261,656,661,95.0,91.0,0.36,0.36
POMGNT1,Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A3; Muscular dystrophy-dystroglycanopathy ,Q8WZA1,Q9FJI4,arabidopsis,85,0.9385,0.9187,656,671,95.0,119.0,0.36,0.38
POMGNT1,Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A3; Muscular dystrophy-dystroglycanopathy ,Q8WZA1,Q0V8B6,cow,85,0.9385,0.9289,656,559,95.0,130.0,0.36,0.33
POMGNT1,Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A3; Muscular dystrophy-dystroglycanopathy ,Q8WZA1,Q54L00,dictyostelium,85,0.9385,0.9327,656,646,95.0,70.0,0.36,0.37
HNRNPDL,"Muscular dystrophy, limb-girdle, autosomal dominant 3",O14979,P13474,chicken,85,0.9188,0.9175,416,437,133.0,97.0,0.18,0.31
HNRNPDL,"Muscular dystrophy, limb-girdle, autosomal dominant 3",O14979,Q98937,chicken,85,0.9188,0.9152,416,436,133.0,64.0,0.18,0.2
HNRNPDL,"Muscular dystrophy, limb-girdle, autosomal dominant 3",O14979,A7E346,cow,85,0.9188,0.9102,416,426,133.0,85.0,0.18,0.19
HNRNPDL,"Muscular dystrophy, limb-girdle, autosomal dominant 3",O14979,Q2T9P9,cow,85,0.9188,0.9262,416,411,133.0,82.0,0.18,0.16
HNRNPDL,"Muscular dystrophy, limb-girdle, autosomal dominant 3",O14979,Q1MTR4,fission_yeast,85,0.9188,0.9167,416,420,133.0,96.0,0.18,0.22
LAMP2,Danon disease,P13473,O48716,arabidopsis,85,0.954,0.9601,406,461,103.0,161.0,0.17,0.16
GSX2,Diencephalic-mesencephalic junction dysplasia syndrome 2,Q9BZM3,O35906,mouse,85,0.9401,0.932,300,263,138.0,98.0,0.14,0.17
GSX2,Diencephalic-mesencephalic junction dysplasia syndrome 2,Q9BZM3,Q00609,mouse,85,0.9401,0.9404,300,302,138.0,112.0,0.14,0.25
GSX2,Diencephalic-mesencephalic junction dysplasia syndrome 2,Q9BZM3,Q5M8S2,mouse,85,0.9401,0.9446,300,310,138.0,103.0,0.14,0.2
ARL3,Joubert syndrome 35; Retinitis pigmentosa 83,P36405,O05236,bacillus,85,0.922,0.9278,178,162,91.0,77.0,0.43,0.44
ARL3,Joubert syndrome 35; Retinitis pigmentosa 83,P36405,O34946,bacillus,85,0.922,0.9112,178,227,91.0,89.0,0.43,0.41
RUNX2,Cleidocranial dysplasia 1; Metaphyseal dysplasia with maxillary hypoplasia with or without brachydactyly,Q13950,Q3EBM5,arabidopsis,85,0.9366,0.9259,517,443,91.0,93.0,0.16,0.24
TCOF1,Treacher Collins syndrome 1,Q13428,Q54B64,dictyostelium,85,0.9234,0.9316,1484,1437,85.0,118.0,0.07,0.12
TCOF1,Treacher Collins syndrome 1,Q13428,Q9Z180,mouse,85,0.9234,0.9191,1484,1578,85.0,91.0,0.07,0.07
TCOF1,Treacher Collins syndrome 1,Q13428,Q80X08,rat,85,0.9234,0.9217,1484,1324,85.0,157.0,0.07,0.12
AMBN,Amelogenesis imperfecta 1F,Q9NP70,Q94KT8,arabidopsis,85,0.9295,0.9387,443,452,109.0,87.0,0.07,0.23
AMBN,Amelogenesis imperfecta 1F,Q9NP70,Q9LFW3,arabidopsis,85,0.9295,0.9264,443,427,109.0,134.0,0.07,0.23
AMBN,Amelogenesis imperfecta 1F,Q9NP70,Q54RN1,dictyostelium,85,0.9295,0.911,443,423,109.0,78.0,0.07,0.16
HOXA2,"Microtia, hearing impairment, and cleft palate; Microtia with or without hearing impairment",O43364,Q8L8A7,arabidopsis,85,0.9267,0.9329,372,376,105.0,92.0,0.18,0.21
HOXA2,"Microtia, hearing impairment, and cleft palate; Microtia with or without hearing impairment",O43364,Q0VCS4,cow,85,0.9267,0.9006,372,368,105.0,79.0,0.18,0.18
HOXA2,"Microtia, hearing impairment, and cleft palate; Microtia with or without hearing impairment",O43364,P31245,mouse,85,0.9267,0.9117,372,368,105.0,85.0,0.18,0.15
HOXA2,"Microtia, hearing impairment, and cleft palate; Microtia with or without hearing impairment",O43364,Q7TSD4,mouse,85,0.9267,0.9233,372,389,105.0,141.0,0.18,0.24
DCT,"Albinism, oculocutaneous, 8",P40126,P40376,fission_yeast,85,0.9384,0.9342,515,508,83.0,85.0,0.39,0.36
DCT,"Albinism, oculocutaneous, 8",P40126,Q8SXT3,fly,85,0.9384,0.9386,515,495,83.0,178.0,0.39,0.35
DCT,"Albinism, oculocutaneous, 8",P40126,Q9BDE0,gorilla,85,0.9384,0.9218,515,525,83.0,86.0,0.39,0.44
DCT,"Albinism, oculocutaneous, 8",P40126,Q9T0N8,maize,85,0.9384,0.9377,515,530,83.0,285.0,0.39,0.43
NAF1,"Pulmonary fibrosis, and/or bone marrow failure syndrome, telomere-related, 7",Q96HR8,Q9XI90,arabidopsis,85,0.9259,0.9364,490,510,71.0,60.0,0.11,0.1
NAF1,"Pulmonary fibrosis, and/or bone marrow failure syndrome, telomere-related, 7",Q96HR8,Q2TB54,mouse,85,0.9259,0.9193,490,531,71.0,93.0,0.11,0.12
PRLR,Multiple fibroadenomas of the breast; Hyperprolactinemia,P16471,Q9FYG4,arabidopsis,85,0.9296,0.9378,618,611,88.0,137.0,0.16,0.16
PRLR,Multiple fibroadenomas of the breast; Hyperprolactinemia,P16471,Q05199,chicken,85,0.9296,0.9173,618,598,88.0,90.0,0.16,0.18
PRLR,Multiple fibroadenomas of the breast; Hyperprolactinemia,P16471,P42201,cow,85,0.9296,0.9309,618,642,88.0,139.0,0.16,0.17
YAP1,"Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or impaired intellectual development",P46937,Q38961,arabidopsis,85,0.9336,0.9044,500,480,97.0,103.0,0.23,0.3
IRF2BPL,"Neurodevelopmental disorder with regression, abnormal movements, loss of speech, and seizures",Q9H1B7,P93755,arabidopsis,85,0.9343,0.9289,792,712,77.0,68.0,0.27,0.26
IRF2BPL,"Neurodevelopmental disorder with regression, abnormal movements, loss of speech, and seizures",Q9H1B7,Q9C9Q8,arabidopsis,85,0.9343,0.9267,792,680,77.0,100.0,0.27,0.38
IRF2BPL,"Neurodevelopmental disorder with regression, abnormal movements, loss of speech, and seizures",Q9H1B7,Q8R534,mouse,85,0.9343,0.9268,792,802,77.0,97.0,0.27,0.27
LAT,Immunodeficiency 52,O43561,O43125,fission_yeast,85,0.9468,0.9251,258,292,73.0,89.0,0.11,0.14
LAT,Immunodeficiency 52,O43561,P04814,fly,85,0.9468,0.9349,258,252,73.0,63.0,0.11,0.18
LAT,Immunodeficiency 52,O43561,Q9QYZ8,mouse,85,0.9468,0.942,258,255,73.0,62.0,0.11,0.18
LAT,Immunodeficiency 52,O43561,Q501W4,rat,85,0.9468,0.944,258,278,73.0,67.0,0.11,0.22
LAT,Immunodeficiency 52,O43561,Q40637,rice,85,0.9468,0.949,258,251,73.0,104.0,0.11,0.21
MPZL2,"Deafness, autosomal recessive, 111",O60487,Q9SR92,arabidopsis,85,0.9303,0.924,211,210,72.0,84.0,0.44,0.41
MPZL2,"Deafness, autosomal recessive, 111",O60487,P19672,bacillus,85,0.9303,0.9236,211,277,72.0,97.0,0.44,0.42
MPZL2,"Deafness, autosomal recessive, 111",O60487,P46342,bacillus,85,0.9303,0.9314,211,256,72.0,96.0,0.44,0.45
MPZL2,"Deafness, autosomal recessive, 111",O60487,E1BE10,cow,85,0.9303,0.9146,211,216,72.0,64.0,0.44,0.43
IFNGR2,Immunodeficiency 28,P38484,O80630,arabidopsis,85,0.9437,0.9377,333,318,88.0,62.0,0.23,0.18
SLITRK6,Deafness and myopia,Q9H5Y7,Q9SVM3,arabidopsis,85,0.9331,0.9383,837,840,62.0,68.0,0.27,0.31
SLITRK6,Deafness and myopia,Q9H5Y7,B0G0Y5,dictyostelium,85,0.9331,0.9313,837,967,62.0,66.0,0.27,0.27
SLITRK6,Deafness and myopia,Q9H5Y7,Q86AH2,dictyostelium,85,0.9331,0.9147,837,933,62.0,64.0,0.27,0.31
PHC1,"Microcephaly 11, primary, autosomal recessive",P78364,F4JCU0,arabidopsis,85,0.9196,0.9275,1000,1003,74.0,135.0,0.21,0.22
PHC1,"Microcephaly 11, primary, autosomal recessive",P78364,Q9S9U3,arabidopsis,85,0.9196,0.9027,1000,953,74.0,67.0,0.21,0.28
PHC1,"Microcephaly 11, primary, autosomal recessive",P78364,O74522,fission_yeast,85,0.9196,0.9111,1000,960,74.0,95.0,0.21,0.17
PHC1,"Microcephaly 11, primary, autosomal recessive",P78364,P39521,yeast,85,0.9196,0.9112,1000,932,74.0,93.0,0.21,0.24
FAM177A1,Neurodevelopmental disorder with white matter abnormalities and gait disturbance,Q8N128,Q9FG30,arabidopsis,85,0.9216,0.9148,209,236,59.0,42.0,0.37,0.28
FAM177A1,Neurodevelopmental disorder with white matter abnormalities and gait disturbance,Q8N128,P04394,cow,85,0.9216,0.9139,209,245,59.0,65.0,0.37,0.38
FAM177A1,Neurodevelopmental disorder with white matter abnormalities and gait disturbance,Q8N128,Q0MQI8,gorilla,85,0.9216,0.9221,209,245,59.0,51.0,0.37,0.38
FAM177A1,Neurodevelopmental disorder with white matter abnormalities and gait disturbance,Q8N128,Q9D6J6,mouse,85,0.9216,0.9197,209,244,59.0,53.0,0.37,0.4
FAM177A1,Neurodevelopmental disorder with white matter abnormalities and gait disturbance,Q8N128,Q9I6S5,pseudomonas,85,0.9216,0.925,209,206,59.0,64.0,0.37,0.35
FAM177A1,Neurodevelopmental disorder with white matter abnormalities and gait disturbance,Q8N128,Q9FVZ7,rice,85,0.9216,0.9126,209,228,59.0,48.0,0.37,0.36
SCARF2,Van den Ende-Gupta syndrome,Q96GP6,Q59MD2,candida,85,0.9182,0.9021,867,839,77.0,67.0,0.11,0.11
SCARF2,Van den Ende-Gupta syndrome,Q96GP6,P08923,mouse,85,0.9182,0.9192,867,884,77.0,103.0,0.11,0.26
SCARF2,Van den Ende-Gupta syndrome,Q96GP6,P15379,mouse,85,0.9182,0.9101,867,774,77.0,64.0,0.11,0.11
SCARF2,Van den Ende-Gupta syndrome,Q96GP6,P26954,mouse,85,0.9182,0.9035,867,874,77.0,71.0,0.11,0.12
SCARF2,Van den Ende-Gupta syndrome,Q96GP6,P26955,mouse,85,0.9182,0.9068,867,892,77.0,70.0,0.11,0.14
SCARF2,Van den Ende-Gupta syndrome,Q96GP6,Q8C310,mouse,85,0.9182,0.9136,867,1008,77.0,124.0,0.11,0.1
SCARF2,Van den Ende-Gupta syndrome,Q96GP6,O35569,rat,85,0.9182,0.8888,867,864,77.0,74.0,0.11,0.13
PRRT2,"Episodic kinesigenic dyskinesia 1; Convulsions, familial infantile, with paroxysmal choreoathetosis; Seizures, benign fa",Q7Z6L0,A2AR95,mouse,85,0.9396,0.9267,336,341,51.0,61.0,0.21,0.23
PRRT2,"Episodic kinesigenic dyskinesia 1; Convulsions, familial infantile, with paroxysmal choreoathetosis; Seizures, benign fa",Q7Z6L0,E9PUL5,mouse,85,0.9396,0.9447,336,342,51.0,99.0,0.21,0.18
PRRT2,"Episodic kinesigenic dyskinesia 1; Convulsions, familial infantile, with paroxysmal choreoathetosis; Seizures, benign fa",Q7Z6L0,P70217,mouse,85,0.9396,0.9174,336,335,51.0,66.0,0.21,0.15
PRRT2,"Episodic kinesigenic dyskinesia 1; Convulsions, familial infantile, with paroxysmal choreoathetosis; Seizures, benign fa",Q7Z6L0,Q8VIM4,mouse,85,0.9396,0.9473,336,303,51.0,61.0,0.21,0.2
GPIHBP1,Hyperlipoproteinemia 1D,Q8IV16,Q8L6Z5,arabidopsis,85,0.9175,0.9202,180,178,52.0,46.0,0.1,0.22
CD320,"Methylmalonic aciduria, transient, due to transcobalamin receptor defect",Q9NPF0,Q9S7S3,arabidopsis,85,0.9263,0.9117,278,276,48.0,39.0,0.26,0.26
CD320,"Methylmalonic aciduria, transient, due to transcobalamin receptor defect",Q9NPF0,Q91W20,mouse,85,0.9263,0.9277,278,327,48.0,54.0,0.26,0.36
CD320,"Methylmalonic aciduria, transient, due to transcobalamin receptor defect",Q9NPF0,Q923D3,mouse,85,0.9263,0.9158,278,292,48.0,57.0,0.26,0.21
CD320,"Methylmalonic aciduria, transient, due to transcobalamin receptor defect",Q9NPF0,Q9D780,mouse,85,0.9263,0.9246,278,281,48.0,56.0,0.26,0.29
CD320,"Methylmalonic aciduria, transient, due to transcobalamin receptor defect",Q9NPF0,Q9QYM9,mouse,85,0.9263,0.9267,278,370,48.0,68.0,0.26,0.27
CD320,"Methylmalonic aciduria, transient, due to transcobalamin receptor defect",Q9NPF0,Q6P9X9,rat,85,0.9263,0.9084,278,292,48.0,30.0,0.26,0.2
CD320,"Methylmalonic aciduria, transient, due to transcobalamin receptor defect",Q9NPF0,Q8LH59,rice,85,0.9263,0.927,278,302,48.0,67.0,0.26,0.3
DEAF1,"Vulto-van Silfout-de Vries syndrome; Neurodevelopmental disorder with hypotonia, impaired expressive language, and with ",O75398,P68827,cow,85,0.9329,0.9077,561,523,45.0,45.0,0.25,0.27
DEAF1,"Vulto-van Silfout-de Vries syndrome; Neurodevelopmental disorder with hypotonia, impaired expressive language, and with ",O75398,Q6PDX6,mouse,85,0.9329,0.9094,561,562,45.0,43.0,0.25,0.22
DEAF1,"Vulto-van Silfout-de Vries syndrome; Neurodevelopmental disorder with hypotonia, impaired expressive language, and with ",O75398,Q6RKD8,mouse,85,0.9329,0.9291,561,670,45.0,55.0,0.25,0.22
DEAF1,"Vulto-van Silfout-de Vries syndrome; Neurodevelopmental disorder with hypotonia, impaired expressive language, and with ",O75398,Q9R097,mouse,85,0.9329,0.9134,561,503,45.0,60.0,0.25,0.28
EMD,"Emery-Dreifuss muscular dystrophy 1, X-linked",P50402,Q9M0X8,arabidopsis,85,0.9307,0.9321,250,294,42.0,59.0,0.24,0.24
EMD,"Emery-Dreifuss muscular dystrophy 1, X-linked",P50402,Q9EQG5,mouse,85,0.9307,0.9335,250,251,42.0,84.0,0.24,0.28
EMD,"Emery-Dreifuss muscular dystrophy 1, X-linked",P50402,P58821,rat,85,0.9307,0.9232,250,222,42.0,52.0,0.24,0.25
EMD,"Emery-Dreifuss muscular dystrophy 1, X-linked",P50402,Q63190,rat,85,0.9307,0.9079,250,256,42.0,27.0,0.24,0.23
SLURP1,Mal de Meleda,P55000,Q3E9W6,arabidopsis,85,0.9133,0.9127,99,131,29.0,39.0,0.26,0.27
SLURP1,Mal de Meleda,P55000,P61770,chimp,85,0.9133,0.9074,99,115,29.0,33.0,0.26,0.2
SLURP1,Mal de Meleda,P55000,A1BN60,gorilla,85,0.9133,0.9044,99,125,29.0,23.0,0.26,0.22
SLURP1,Mal de Meleda,P55000,P80680,maize,85,0.9133,0.9054,99,93,29.0,28.0,0.26,0.27
SOBP,"Impaired intellectual development, anterior maxillary protrusion, and strabismus",A7XYQ1,Q5AP80,candida,83,0.9315,0.9465,869,781,441.0,346.0,0.12,0.13
TAF2,"Neurodevelopmental disorder with feeding difficulties, thin corpus callosum, and foot deformity",Q6P1X5,Q8BHK9,mouse,83,0.9202,0.9029,1195,1236,476.0,481.0,0.42,0.41
TAF2,"Neurodevelopmental disorder with feeding difficulties, thin corpus callosum, and foot deformity",Q6P1X5,Q18143,worm,83,0.9202,0.9393,1195,1063,476.0,528.0,0.42,0.41
PHF8,"Intellectual developmental disorder, X-linked, syndromic, Siderius type",Q9UPP1,Q3B7M6,cow,83,0.9514,0.9485,1056,655,363.0,340.0,0.23,0.25
NHS,Nance-Horan syndrome; Cataract 40,Q6T4R5,Q0VGT2,mouse,83,0.9412,0.9323,1647,1540,300.0,271.0,0.1,0.11
SALL1,Townes-Brocks syndrome 1,Q9NSC2,Q5ZM88,chicken,83,0.9428,0.9373,1320,1408,378.0,369.0,0.19,0.16
SALL1,Townes-Brocks syndrome 1,Q9NSC2,Q554C5,dictyostelium,83,0.9428,0.9377,1320,1267,378.0,213.0,0.19,0.19
TNIK,"Intellectual developmental disorder, autosomal recessive 54",Q9UKE5,A0A140LI67,mouse,83,0.9179,0.9216,1356,1388,292.0,155.0,0.3,0.24
MEGF10,"Congenital myopathy 10A, severe variant; Congenital myopathy 10B, mild variant",Q96KG7,Q00968,pig,83,0.9533,0.945,1136,1210,282.0,314.0,0.12,0.15
B4GALNT1,"Spastic paraplegia 26, autosomal recessive",Q00973,Q3TIU4,mouse,83,0.9536,0.9601,529,604,310.0,392.0,0.33,0.36
SYCP2,Spermatogenic failure 1,Q9BX26,H2KY84,worm,83,0.9163,0.9088,1526,1181,304.0,250.0,0.28,0.32
EGF,Hypomagnesemia 4,P01133,Q99P47,mouse,83,0.9624,0.9604,1203,1306,291.0,319.0,0.14,0.17
ATL3,"Neuropathy, hereditary sensory, 1F",Q6DD88,Q9FIK1,arabidopsis,83,0.9184,0.9299,537,555,313.0,360.0,0.6,0.56
CNNM4,Jalili syndrome,Q6P4Q7,Q8RXN5,arabidopsis,83,0.9384,0.9308,771,643,258.0,210.0,0.43,0.42
GCM2,"Hypoparathyroidism, familial isolated, 2; Hyperparathyroidism 4",O75603,K9JA28,chicken,83,0.9053,0.8963,502,563,237.0,158.0,0.1,0.12
PDZD8,Intellectual developmental disorder with autism and dysmorphic facies,Q8NEN9,Q4Z8K6,fly,83,0.9202,0.9233,1150,958,237.0,188.0,0.24,0.27
PDZD8,Intellectual developmental disorder with autism and dysmorphic facies,Q8NEN9,Q95UN8,fly,83,0.9202,0.9116,1150,1157,237.0,180.0,0.24,0.25
ELF4,"Autoinflammatory syndrome, familial, X-linked, Behcet-like 2",Q99607,Q01448,yeast,83,0.9302,0.9285,659,621,262.0,163.0,0.08,0.09
LRIG2,Urofacial syndrome 2,O94898,Q00968,pig,83,0.9445,0.945,1061,1210,238.0,314.0,0.16,0.15
SASH3,Immunodeficiency 102,O75995,Q9FMZ0,arabidopsis,83,0.9403,0.9411,376,333,220.0,126.0,0.18,0.14
ATXN2,Spinocerebellar ataxia 2; Amyotrophic lateral sclerosis 13,Q99700,P55066,mouse,83,0.938,0.9128,1309,1264,280.0,296.0,0.1,0.1
BRCA1,"Breast cancer; Breast-ovarian cancer, familial, 1; Ovarian cancer; Pancreatic cancer 4; Fanconi anemia, complementation ",P38398,F4J7T2,arabidopsis,83,0.9386,0.9242,1859,1903,170.0,119.0,0.11,0.15
BRCA1,"Breast cancer; Breast-ovarian cancer, familial, 1; Ovarian cancer; Pancreatic cancer 4; Fanconi anemia, complementation ",P38398,Q3LHL9,fly,83,0.9386,0.9364,1859,1654,170.0,229.0,0.11,0.12
CAMTA1,Cerebellar dysfunction with variable cognitive and behavioral abnormalities,Q9Y6Y1,A2T7F2,chimp,83,0.92,0.9177,1669,1584,197.0,218.0,0.24,0.22
CAMTA1,Cerebellar dysfunction with variable cognitive and behavioral abnormalities,Q9Y6Y1,Q7KRS9,fly,83,0.92,0.9191,1669,1660,197.0,349.0,0.24,0.21
SHANK2,Autism 17,Q9UPX8,F4J7T3,arabidopsis,83,0.9267,0.9269,1845,1953,202.0,219.0,0.16,0.14
SHANK2,Autism 17,Q9UPX8,F4J7T2,arabidopsis,83,0.9267,0.9242,1845,1903,202.0,119.0,0.16,0.15
SHANK2,Autism 17,Q9UPX8,Q925J9,mouse,83,0.9267,0.9206,1845,1571,202.0,172.0,0.16,0.18
KIRREL1,Nephrotic syndrome 23,Q96J84,Q04594,chicken,83,0.9271,0.9269,753,827,216.0,182.0,0.13,0.11
KIRREL1,Nephrotic syndrome 23,Q96J84,Q5DRF1,chimp,83,0.9271,0.9317,753,946,216.0,187.0,0.13,0.15
KIRREL1,Nephrotic syndrome 23,Q96J84,P70408,mouse,83,0.9271,0.9299,753,784,216.0,206.0,0.13,0.2
KIRREL1,Nephrotic syndrome 23,Q96J84,Q9QUM0,mouse,83,0.9271,0.9226,753,1029,216.0,274.0,0.13,0.14
KIRREL1,Nephrotic syndrome 23,Q96J84,A0A0G2KBC9,rat,83,0.9271,0.9301,753,757,216.0,131.0,0.13,0.16
PHOX2A,"Fibrosis of extraocular muscles, congenital, 2",O14813,Q8ZQ59,salmonella,83,0.9358,0.9334,280,287,150.0,82.0,0.25,0.29
GALT,Galactosemia 1,P07902,Q8K4K3,mouse,83,0.9681,0.9505,375,339,168.0,235.0,0.41,0.37
ATXN1,Spinocerebellar ataxia 1,P54253,Q2T9N0,cow,83,0.9327,0.9288,811,814,148.0,236.0,0.1,0.05
NRIP1,Congenital anomalies of kidney and urinary tract 3,P48552,A5D7F6,cow,83,0.9255,0.9196,1154,1124,135.0,76.0,0.17,0.17
NRIP1,Congenital anomalies of kidney and urinary tract 3,P48552,Q54LK8,dictyostelium,83,0.9255,0.9284,1154,785,135.0,174.0,0.17,0.16
NRIP1,Congenital anomalies of kidney and urinary tract 3,P48552,Q8CBD1,mouse,83,0.9255,0.9217,1154,1157,135.0,76.0,0.17,0.14
IRF2BPL,"Neurodevelopmental disorder with regression, abnormal movements, loss of speech, and seizures",Q9H1B7,F4J7T6,arabidopsis,83,0.9343,0.9342,792,880,77.0,91.0,0.27,0.26
IRF2BPL,"Neurodevelopmental disorder with regression, abnormal movements, loss of speech, and seizures",Q9H1B7,Q9LS80,arabidopsis,83,0.9343,0.9164,792,831,77.0,70.0,0.27,0.28
IRF2BPL,"Neurodevelopmental disorder with regression, abnormal movements, loss of speech, and seizures",Q9H1B7,Q9SVM3,arabidopsis,83,0.9343,0.9383,792,840,77.0,68.0,0.27,0.31
IRF2BPL,"Neurodevelopmental disorder with regression, abnormal movements, loss of speech, and seizures",Q9H1B7,Q9SVN2,arabidopsis,83,0.9343,0.942,792,796,77.0,122.0,0.27,0.29
SLITRK6,Deafness and myopia,Q9H5Y7,Q8R534,mouse,83,0.9331,0.9268,837,802,62.0,97.0,0.27,0.27
PHC1,"Microcephaly 11, primary, autosomal recessive",P78364,Q8BX22,mouse,83,0.9196,0.9129,1000,1063,74.0,121.0,0.21,0.21
PHC1,"Microcephaly 11, primary, autosomal recessive",P78364,Q501R9,rat,83,0.9196,0.9005,1000,979,74.0,94.0,0.21,0.21
CD320,"Methylmalonic aciduria, transient, due to transcobalamin receptor defect",Q9NPF0,Q8BZT5,mouse,83,0.9263,0.9269,278,360,48.0,63.0,0.26,0.27
EMD,"Emery-Dreifuss muscular dystrophy 1, X-linked",P50402,Q9S7S3,arabidopsis,83,0.9307,0.9117,250,276,42.0,39.0,0.24,0.26
EMD,"Emery-Dreifuss muscular dystrophy 1, X-linked",P50402,P79780,chicken,83,0.9307,0.9217,250,272,42.0,39.0,0.24,0.17
AP3D1,Hermansky-Pudlak syndrome 10,O14617,O14232,fission_yeast,82,0.9462,0.9443,1149,1113,812.0,628.0,0.53,0.45
AP3D1,Hermansky-Pudlak syndrome 10,O14617,Q9Z258,rat,82,0.9462,0.9492,1149,1235,812.0,710.0,0.53,0.46
PARD3,Neural tube defects,Q8TEW0,Q5SW75,mouse,82,0.951,0.9311,1352,1419,753.0,335.0,0.17,0.18
CFAP221,"Ciliary dyskinesia, primary, 55",Q4G0U5,Q9LK35,arabidopsis,82,0.9589,0.9459,836,851,604.0,382.0,0.29,0.31
CFAP221,"Ciliary dyskinesia, primary, 55",Q4G0U5,P05625,chicken,82,0.9589,0.9631,836,643,604.0,475.0,0.29,0.26
CFAP221,"Ciliary dyskinesia, primary, 55",Q4G0U5,O94235,fission_yeast,82,0.9589,0.9517,836,674,604.0,438.0,0.29,0.27
PIK3CD,"Immunodeficiency 14A with lymphoproliferation, autosomal dominant; Immunodeficiency 14B, autosomal recessive; Roifman-Ch",O00329,Q9Z258,rat,82,0.9461,0.9492,1040,1235,598.0,710.0,0.49,0.46
ADGRL1,"Developmental delay, behavioral abnormalities, and neuropsychiatric disorders",O94910,P30182,arabidopsis,82,0.9305,0.9165,1470,1469,624.0,641.0,0.32,0.38
TAF2,"Neurodevelopmental disorder with feeding difficulties, thin corpus callosum, and foot deformity",Q6P1X5,P32871,cow,82,0.9202,0.9123,1195,1064,476.0,337.0,0.42,0.49
TAF2,"Neurodevelopmental disorder with feeding difficulties, thin corpus callosum, and foot deformity",Q6P1X5,Q54BM1,dictyostelium,82,0.9202,0.9109,1195,1126,476.0,314.0,0.42,0.4
TAF2,"Neurodevelopmental disorder with feeding difficulties, thin corpus callosum, and foot deformity",Q6P1X5,Q8S0F0,rice,82,0.9202,0.9143,1195,956,476.0,361.0,0.42,0.38
PHF8,"Intellectual developmental disorder, X-linked, syndromic, Siderius type",Q9UPP1,P98165,chicken,82,0.9514,0.9461,1056,859,363.0,227.0,0.23,0.22
PHF8,"Intellectual developmental disorder, X-linked, syndromic, Siderius type",Q9UPP1,Q86HX1,dictyostelium,82,0.9514,0.9102,1056,1110,363.0,439.0,0.23,0.21
PHF8,"Intellectual developmental disorder, X-linked, syndromic, Siderius type",Q9UPP1,Q8BLR5,mouse,82,0.9514,0.9541,1056,1001,363.0,656.0,0.23,0.27
