label,pdb_id,chain,n_residues,n_valid,gini,kappa2_mean,kappa2_median,kappa2_max,kappa2_std,alpha,beta,loop,frac_alpha,frac_beta,kappa2_alpha,kappa2_beta,kappa2_loop,ligand,ligand_atoms,top1_res,top1_kappa2
AF-P13045-F1-model_v6,AF,A,520,516,0.8212,67.6,4.3,2429.7,176.0,257,196,63,0.5,0.38,127.2,10.6,1.5,NONE,0,173,2429.7
AF-P12753-F1-model_v6,AF,A,1312,1308,0.7415,90.6,26.4,5189.1,234.7,990,218,100,0.76,0.17,118.0,6.4,2.3,NONE,0,172,5189.1
AF-P13099-F1-model_v6,AF,A,656,652,0.842,84.1,5.2,9647.7,407.0,303,274,75,0.46,0.42,172.4,9.0,1.4,NONE,0,290,9647.7
AF-P13298-F1-model_v6,AF,A,226,222,0.8654,92.5,2.1,3437.7,312.2,109,82,31,0.49,0.37,184.7,4.6,0.6,NONE,0,217,3437.7
AF-P13181-F1-model_v6,AF,A,574,570,0.7709,115.2,23.3,2302.6,259.2,430,91,49,0.75,0.16,151.6,3.9,2.5,NONE,0,374,2302.6
AF-P12954-F1-model_v6,AF,A,1174,1170,0.8424,49.5,4.0,3545.8,181.4,509,481,180,0.44,0.41,103.6,10.1,2.0,NONE,0,427,3545.8
AF-P13393-F1-model_v6,AF,A,240,236,0.8408,50.2,2.5,1449.3,140.1,93,118,25,0.39,0.5,118.7,6.6,1.0,NONE,0,235,1449.3
AF-P13186-F1-model_v6,AF,A,1147,1143,0.8655,31.5,1.7,2014.9,108.1,334,547,262,0.29,0.48,94.9,7.1,1.8,NONE,0,470,2014.9
AF-P13134-F1-model_v6,AF,A,814,810,0.9047,38.9,1.4,4538.2,208.1,208,399,203,0.26,0.49,132.4,6.1,7.7,NONE,0,219,4538.2
AF-P13434-F1-model_v6,AF,A,144,140,0.834,115.3,16.3,5180.5,459.1,93,25,22,0.66,0.18,172.7,1.6,2.3,NONE,0,125,5180.5
AF-P13365-F1-model_v6,AF,A,580,576,0.7814,89.3,5.5,1268.0,172.7,300,188,88,0.52,0.33,165.5,7.8,3.4,NONE,0,375,1268.0
AF-P12868-F1-model_v6,AF,A,1029,1025,0.8257,35.4,3.6,1147.8,97.7,465,397,163,0.45,0.39,68.9,10.1,1.9,NONE,0,695,1147.8
AF-P13259-F1-model_v6,AF,A,424,420,0.8658,53.2,3.6,4058.9,244.6,194,147,79,0.46,0.35,108.6,6.9,3.1,NONE,0,302,4058.9
AF-P13188-F1-model_v6,AF,A,809,805,0.8679,56.7,2.0,3430.5,207.0,362,334,109,0.45,0.41,119.0,7.3,1.4,NONE,0,9,3430.5
AF-P13483-F1-model_v6,AF,A,248,244,0.8945,55.2,2.6,2138.8,226.4,41,157,46,0.17,0.64,269.3,13.5,6.5,NONE,0,110,2138.8
AF-P13517-F1-model_v6,AF,A,287,283,0.8608,126.6,8.7,5909.8,475.1,143,116,24,0.51,0.41,239.3,13.6,1.4,NONE,0,281,5909.8
AF-P13185-F1-model_v6,AF,A,1064,1060,0.8869,42.2,1.9,3161.3,189.2,319,509,232,0.3,0.48,127.8,7.0,1.7,NONE,0,869,3161.3
AF-P13856-F1-model_v6,AF,A,272,268,0.8571,49.7,3.4,1156.0,147.8,97,126,45,0.36,0.47,127.7,7.1,1.0,NONE,0,179,1156.0
AF-P14063-F1-model_v6,AF,A,131,127,0.8476,60.0,1.5,1290.5,168.9,70,46,11,0.55,0.36,107.1,2.6,0.7,NONE,0,39,1290.5
AF-P13902-F1-model_v6,AF,A,151,147,0.7939,126.9,10.4,3125.2,321.9,86,38,23,0.59,0.26,213.6,4.0,6.0,NONE,0,47,3125.2
AF-P13574-F1-model_v6,AF,A,688,684,0.8394,17.5,1.7,970.7,59.8,120,405,159,0.18,0.59,69.7,8.1,1.9,NONE,0,208,970.7
AF-P14120-F1-model_v6,AF,A,105,101,0.8155,65.4,4.1,965.1,148.8,56,32,13,0.55,0.32,115.3,4.5,0.5,NONE,0,56,965.1
AF-P13663-F1-model_v6,AF,A,365,361,0.8672,39.0,2.0,1658.7,132.6,152,160,49,0.42,0.44,81.7,9.4,2.9,NONE,0,139,1658.7
AF-P14020-F1-model_v6,AF,A,267,263,0.8163,64.4,2.6,1164.8,147.3,146,87,30,0.56,0.33,112.4,5.9,0.6,NONE,0,79,1164.8
AF-P13712-F1-model_v6,AF,A,422,418,0.8227,10.1,1.0,342.9,31.3,94,255,69,0.22,0.61,15.5,9.1,6.6,NONE,0,24,342.9
AF-P14066-F1-model_v6,AF,A,229,225,0.803,63.9,9.1,1566.0,161.4,120,78,27,0.53,0.35,112.7,9.7,3.7,NONE,0,191,1566.0
AF-P14127-F1-model_v6,AF,A,136,132,0.8072,49.9,6.3,1021.5,123.7,75,44,13,0.57,0.33,84.9,4.6,1.5,NONE,0,9,1021.5
AF-P14126-F1-model_v6,AF,A,387,383,0.921,25.9,0.9,3143.0,174.4,99,227,57,0.26,0.59,88.2,5.1,0.6,NONE,0,135,3143.0
AF-P14065-F1-model_v6,AF,A,312,308,0.844,43.5,1.6,610.7,101.8,144,120,44,0.47,0.39,90.6,2.8,0.6,NONE,0,178,610.7
AF-P13586-F1-model_v6,AF,A,950,946,0.8246,109.2,7.3,4611.9,307.5,564,292,90,0.6,0.31,179.2,7.1,1.9,NONE,0,337,4611.9
AF-P14064-F1-model_v6,AF,A,554,550,0.7942,7.5,1.4,215.3,20.4,48,317,185,0.09,0.58,29.1,7.2,2.3,NONE,0,303,215.3
AF-P13433-F1-model_v6,AF,A,1351,1347,0.8269,88.1,5.2,3916.5,248.7,769,403,175,0.57,0.3,149.0,8.4,4.4,NONE,0,154,3916.5
AF-P13711-F1-model_v6,AF,A,748,744,0.8418,109.9,7.4,10851.0,501.6,487,176,81,0.65,0.24,166.2,4.1,1.3,NONE,0,558,10851.0
AF-P13587-F1-model_v6,AF,A,1091,1087,0.8848,129.4,4.1,22512.5,806.7,608,347,132,0.56,0.32,227.6,6.0,1.5,NONE,0,743,22512.5
AF-P14359-F1-model_v6,AF,A,133,129,0.8368,118.7,8.8,6225.8,553.9,62,46,21,0.48,0.36,236.7,13.3,1.2,NONE,0,69,6225.8
AF-P14306-F1-model_v6,AF,A,219,215,0.8732,19.0,1.0,787.1,70.0,51,127,37,0.24,0.59,60.3,7.6,1.1,NONE,0,201,787.1
AF-P13382-F1-model_v6,AF,A,1468,1464,0.8511,49.6,2.5,3249.0,169.4,579,649,236,0.4,0.44,116.0,7.6,2.0,NONE,0,1112,3249.0
AF-P14724-F1-model_v6,AF,A,124,120,0.8444,173.4,6.6,2601.0,440.9,48,48,24,0.4,0.4,423.6,8.8,2.1,NONE,0,25,2601.0
AF-P14540-F1-model_v6,AF,A,359,355,0.8694,92.9,3.1,4388.7,350.1,198,108,49,0.56,0.3,163.7,5.0,0.7,NONE,0,276,4388.7
AF-P14164-F1-model_v6,AF,A,731,727,0.8885,40.2,1.4,3252.1,160.2,178,308,241,0.24,0.42,147.2,6.4,4.3,NONE,0,578,3252.1
AF-P14693-F1-model_v6,AF,A,329,325,0.7688,70.8,6.7,1105.2,134.6,193,104,28,0.59,0.32,116.2,5.0,2.6,NONE,0,217,1105.2
AF-P14681-F1-model_v6,AF,A,368,364,0.8545,49.6,2.1,2299.4,176.3,191,133,40,0.52,0.37,90.9,4.6,1.9,NONE,0,211,2299.4
AF-P14680-F1-model_v6,AF,A,807,803,0.8917,29.6,1.4,2624.2,144.1,210,420,173,0.26,0.52,90.5,9.9,3.2,NONE,0,561,2624.2
AF-P14682-F1-model_v6,AF,A,295,291,0.8228,17.6,1.8,494.1,47.9,90,151,50,0.31,0.52,47.9,4.9,1.4,NONE,0,168,494.1
AF-P14242-F1-model_v6,AF,A,873,869,0.8291,22.5,1.9,1444.7,70.1,287,414,168,0.33,0.48,59.2,5.7,1.6,NONE,0,168,1444.7
AF-P14741-F1-model_v6,AF,A,305,301,0.8034,72.4,4.7,1218.8,154.9,178,96,27,0.59,0.32,119.9,4.4,1.2,NONE,0,217,1218.8
AF-P14291-F1-model_v6,AF,A,827,823,0.8687,60.5,2.2,3868.0,220.1,300,338,185,0.36,0.41,155.7,8.1,1.9,NONE,0,743,3868.0
AF-P14832-F1-model_v6,AF,A,162,158,0.8776,15.2,0.7,356.2,46.1,42,81,35,0.27,0.51,35.3,11.3,0.3,NONE,0,19,356.2
AF-P14180-F1-model_v6,AF,A,963,959,0.8164,71.3,5.3,2245.2,178.4,446,382,131,0.47,0.4,142.6,11.5,2.9,NONE,0,879,2245.2
AF-P14743-F1-model_v6,AF,A,455,451,0.8752,42.0,1.5,1649.9,142.5,180,215,56,0.4,0.48,95.5,8.0,0.7,NONE,0,388,1649.9
AF-P14742-F1-model_v6,AF,A,717,713,0.8364,41.3,3.2,1194.5,116.5,309,310,94,0.43,0.43,82.9,12.0,1.7,NONE,0,65,1194.5
AF-P14843-F1-model_v6,AF,A,370,366,0.8306,50.5,1.8,1236.4,127.0,176,135,55,0.48,0.37,101.4,4.3,0.9,NONE,0,351,1236.4
AF-P14284-F1-model_v6,AF,A,1504,1500,0.8506,55.2,3.0,2954.7,176.5,664,654,182,0.44,0.44,115.4,9.0,2.1,NONE,0,1256,2954.7
AF-P14905-F1-model_v6,AF,A,389,385,0.7566,52.6,5.7,507.8,94.3,204,145,36,0.53,0.38,91.8,10.2,0.9,NONE,0,356,507.8
AF-P14904-F1-model_v6,AF,A,514,510,0.9221,82.9,1.8,12865.8,639.7,210,220,80,0.41,0.43,194.0,6.6,1.0,NONE,0,13,12865.8
AF-P14736-F1-model_v6,AF,A,754,750,0.8929,71.3,3.9,9413.2,450.1,299,356,95,0.4,0.47,169.0,8.0,1.6,NONE,0,640,9413.2
AF-P14908-F1-model_v6,AF,A,341,337,0.8782,67.9,1.7,2252.7,229.0,164,126,47,0.49,0.37,133.9,6.8,1.4,NONE,0,146,2252.7
AF-P14747-F1-model_v6,AF,A,604,600,0.8598,69.4,3.0,1677.4,191.5,281,228,91,0.47,0.38,142.8,6.0,1.4,NONE,0,345,1677.4
AF-P14737-F1-model_v6,AF,A,1309,1305,0.8546,13.0,1.3,906.1,49.3,223,694,388,0.17,0.53,53.8,5.8,2.4,NONE,0,196,906.1
AF-P15019-F1-model_v6,AF,A,335,331,0.85,147.0,5.9,10005.3,612.5,203,98,30,0.61,0.3,231.7,16.1,1.5,NONE,0,121,10005.3
AF-P15315-F1-model_v6,AF,A,225,221,0.7985,9.7,1.5,163.9,22.6,41,127,53,0.19,0.57,32.8,5.9,0.9,NONE,0,209,163.9
AF-P14906-F1-model_v6,AF,A,663,659,0.8387,81.2,5.5,4855.6,286.3,353,241,65,0.54,0.37,143.6,10.8,3.9,NONE,0,175,4855.6
AF-P15180-F1-model_v6,AF,A,591,587,0.8463,64.3,2.9,2451.4,185.6,268,259,60,0.46,0.44,132.4,8.1,2.3,NONE,0,519,2451.4
AF-P15108-F1-model_v6,AF,A,705,701,0.8453,53.4,3.7,1691.7,154.4,326,294,81,0.47,0.42,106.5,8.4,2.6,NONE,0,423,1691.7
AF-P15179-F1-model_v6,AF,A,658,654,0.88,35.1,1.7,2521.3,143.7,238,327,89,0.36,0.5,86.0,7.0,2.7,NONE,0,286,2521.3
AF-P14907-F1-model_v6,AF,A,823,819,0.9074,57.4,1.7,4264.3,250.4,178,384,257,0.22,0.47,253.7,3.8,1.6,NONE,0,672,4264.3
AF-P15202-F1-model_v6,AF,A,515,511,0.8305,22.6,1.6,505.1,58.8,213,222,76,0.42,0.43,49.4,4.0,1.5,NONE,0,158,505.1
AF-P15367-F1-model_v6,AF,A,167,163,0.8719,137.4,2.5,4078.9,447.1,77,68,18,0.47,0.42,285.2,6.2,0.9,NONE,0,157,4078.9
AF-P15365-F1-model_v6,AF,A,543,539,0.7754,131.2,29.6,8632.0,471.5,399,85,55,0.74,0.16,176.4,2.8,1.8,NONE,0,486,8632.0
AF-P14922-F1-model_v6,AF,A,966,962,0.886,250.3,5.4,7043.2,777.3,483,292,187,0.5,0.3,492.3,7.3,4.7,NONE,0,498,7043.2
AF-P15454-F1-model_v6,AF,A,187,183,0.841,81.5,5.0,2154.6,251.8,95,69,19,0.52,0.38,149.9,9.6,0.9,NONE,0,150,2154.6
AF-P15496-F1-model_v6,AF,A,288,284,0.874,34.8,1.7,1050.9,113.5,111,137,36,0.39,0.48,79.5,7.6,1.0,NONE,0,165,1050.9
AF-P15424-F1-model_v6,AF,A,664,660,0.8402,37.0,2.1,848.6,96.6,271,276,113,0.41,0.42,81.6,7.6,1.7,NONE,0,168,848.6
AF-P15303-F1-model_v6,AF,A,768,764,0.8752,47.8,2.0,2959.5,168.4,320,348,96,0.42,0.46,105.7,7.3,1.4,NONE,0,536,2959.5
AF-P14772-F1-model_v6,AF,A,1559,1555,0.8019,125.7,13.7,4936.4,325.7,1020,372,163,0.66,0.24,186.2,13.6,3.0,NONE,0,1221,4936.4
AF-P15274-F1-model_v6,AF,A,810,806,0.8445,56.9,3.1,4753.2,217.3,387,291,128,0.48,0.36,112.6,6.2,4.0,NONE,0,470,4753.2
AF-P15565-F1-model_v6,AF,A,570,566,0.8405,58.5,2.8,3162.3,191.0,261,232,73,0.46,0.41,120.4,6.9,1.1,NONE,0,283,3162.3
AF-P15625-F1-model_v6,AF,A,503,499,0.8442,48.7,2.3,1580.5,139.8,228,210,61,0.46,0.42,100.2,6.6,0.8,NONE,0,322,1580.5
AF-P15731-F1-model_v6,AF,A,148,144,0.8313,50.7,1.6,752.0,122.8,64,61,19,0.44,0.42,108.5,5.5,0.7,NONE,0,141,752.0
AF-P15380-F1-model_v6,AF,A,627,623,0.7801,106.1,16.1,3334.2,274.8,418,115,90,0.67,0.18,156.9,3.4,1.3,NONE,0,498,3334.2
AF-P15703-F1-model_v6,AF,A,313,309,0.8638,66.6,2.6,2976.2,223.9,137,125,47,0.44,0.4,132.7,18.8,1.5,NONE,0,252,2976.2
AF-P15700-F1-model_v6,AF,A,204,200,0.8178,106.1,8.6,2508.9,280.7,115,58,27,0.57,0.29,178.8,10.7,1.1,NONE,0,84,2508.9
AF-P15646-F1-model_v6,AF,A,327,323,0.8776,30.3,1.8,1065.7,103.2,87,147,89,0.27,0.46,95.3,8.9,2.1,NONE,0,185,1065.7
AF-P15732-F1-model_v6,AF,A,148,144,0.8489,65.8,1.7,1542.7,190.6,64,61,19,0.44,0.42,142.4,5.8,0.7,NONE,0,105,1542.7
AF-P15624-F1-model_v6,AF,A,595,591,0.8886,54.0,2.2,5509.9,265.7,242,276,73,0.41,0.47,122.3,8.1,1.3,NONE,0,131,5509.9
AF-P15807-F1-model_v6,AF,A,274,270,0.8152,48.5,2.6,820.1,113.0,135,100,35,0.5,0.37,90.1,8.4,2.8,NONE,0,174,820.1
AF-P15436-F1-model_v6,AF,A,1097,1093,0.8467,58.7,3.2,2231.1,177.5,482,466,145,0.44,0.43,125.3,7.5,1.8,NONE,0,222,2231.1
AF-P15790-F1-model_v6,AF,A,372,368,0.8592,36.3,1.5,812.1,100.3,180,145,43,0.49,0.39,70.4,4.5,0.9,NONE,0,179,812.1
AF-P15992-F1-model_v6,AF,A,214,210,0.7947,17.4,2.2,306.3,41.5,48,129,33,0.23,0.61,43.1,12.0,1.2,NONE,0,19,306.3
AF-P15873-F1-model_v6,AF,A,258,254,0.7773,20.5,3.7,372.2,45.8,79,162,13,0.31,0.64,38.7,13.3,0.8,NONE,0,149,372.2
AF-P16370-F1-model_v6,AF,A,318,314,0.9096,58.6,1.2,2791.4,238.9,103,152,59,0.33,0.48,168.0,6.3,2.2,NONE,0,250,2791.4
AF-P15891-F1-model_v6,AF,A,592,588,0.8436,21.7,2.5,1761.5,87.6,135,356,97,0.23,0.61,48.3,17.0,2.1,NONE,0,528,1761.5
AF-P16140-F1-model_v6,AF,A,517,513,0.8759,62.1,2.1,5796.3,292.7,210,216,87,0.41,0.42,136.8,13.5,2.3,NONE,0,184,5796.3
AF-P15705-F1-model_v6,AF,A,589,585,0.7374,113.4,30.6,2116.2,219.0,436,88,61,0.75,0.15,150.9,4.9,1.7,NONE,0,513,2116.2
AF-P16151-F1-model_v6,AF,A,362,358,0.7021,112.4,36.3,1876.0,191.1,279,43,36,0.78,0.12,142.6,9.7,1.3,NONE,0,72,1876.0
AF-P16120-F1-model_v6,AF,A,514,510,0.828,63.9,4.1,2160.5,177.3,273,171,66,0.54,0.34,113.1,9.6,1.5,NONE,0,81,2160.5
AF-P16451-F1-model_v6,AF,A,410,406,0.9074,63.0,1.9,9928.4,504.3,122,215,69,0.3,0.53,185.7,12.7,2.7,NONE,0,223,9928.4
AF-P16387-F1-model_v6,AF,A,420,416,0.8309,41.6,1.6,675.5,99.7,185,162,69,0.44,0.39,88.6,5.2,1.0,NONE,0,195,675.5
AF-P15442-F1-model_v6,AF,A,1659,1655,0.8212,34.8,3.1,1381.2,98.4,728,634,293,0.44,0.38,71.3,8.1,2.0,NONE,0,17,1381.2
AF-P16523-F1-model_v6,AF,A,270,266,0.8301,52.9,4.7,1173.7,145.5,118,114,34,0.44,0.43,97.4,22.2,1.6,NONE,0,20,1173.7
AF-P16467-F1-model_v6,AF,A,563,559,0.8635,59.6,3.1,4912.1,257.5,266,217,76,0.48,0.39,116.8,9.8,1.5,NONE,0,208,4912.1
AF-P16547-F1-model_v6,AF,A,393,389,0.7401,172.9,52.5,3714.6,379.9,297,49,43,0.76,0.13,225.1,6.3,2.6,NONE,0,138,3714.6
AF-P16550-F1-model_v6,AF,A,321,317,0.875,40.8,1.7,909.5,124.2,126,157,34,0.4,0.5,94.7,5.9,2.4,NONE,0,16,909.5
AF-P16522-F1-model_v6,AF,A,626,622,0.7775,161.7,46.9,10898.3,590.9,477,77,68,0.77,0.12,209.5,4.4,4.0,NONE,0,297,10898.3
AF-P15938-F1-model_v6,AF,A,1071,1067,0.8359,87.1,6.3,2663.8,249.0,531,419,117,0.5,0.39,165.6,10.8,4.0,NONE,0,285,2663.8
AF-P16622-F1-model_v6,AF,A,393,389,0.8121,55.2,3.6,905.3,123.3,204,138,47,0.52,0.35,100.1,7.0,1.4,NONE,0,288,905.3
AF-P16474-F1-model_v6,AF,A,682,678,0.8594,76.9,3.9,4766.2,293.7,308,286,84,0.45,0.42,161.9,7.4,1.4,NONE,0,635,4766.2
AF-P16965-F1-model_v6,AF,A,84,80,0.8421,35.2,1.5,733.8,101.4,28,34,18,0.35,0.42,82.0,13.7,3.2,NONE,0,78,733.8
AF-P15801-F1-model_v6,AF,A,1254,1250,0.8433,37.8,2.9,3963.8,174.0,609,469,172,0.49,0.38,72.3,5.9,2.4,NONE,0,396,3963.8
AF-P16639-F1-model_v6,AF,A,503,499,0.8752,40.1,1.6,2774.6,171.3,214,212,73,0.43,0.42,87.6,5.6,1.1,NONE,0,438,2774.6
AF-P16658-F1-model_v6,AF,A,377,373,0.832,83.6,6.2,1816.0,210.0,198,126,49,0.53,0.34,151.6,8.5,1.6,NONE,0,151,1816.0
AF-P16661-F1-model_v6,AF,A,449,445,0.8199,67.3,4.6,1737.5,174.0,240,161,44,0.54,0.36,119.1,8.2,1.1,NONE,0,185,1737.5
AF-P16603-F1-model_v6,AF,A,691,687,0.8718,71.3,2.8,7702.0,342.9,302,287,98,0.44,0.42,155.2,7.1,1.0,NONE,0,14,7702.0
AF-P16892-F1-model_v6,AF,A,353,349,0.9303,125.0,1.6,12964.7,789.7,169,137,43,0.48,0.39,254.6,4.0,1.1,NONE,0,56,12964.7
AF-P16521-F1-model_v6,AF,A,1044,1040,0.8375,82.2,5.2,3840.9,244.7,566,346,128,0.54,0.33,144.4,10.3,1.4,NONE,0,10,3840.9
AF-P17076-F1-model_v6,AF,A,256,252,0.7849,61.9,7.0,1089.9,132.9,131,96,25,0.52,0.38,106.0,17.0,3.0,NONE,0,113,1089.9
AF-P17064-F1-model_v6,AF,A,533,529,0.7469,60.3,14.3,878.8,114.6,383,85,61,0.72,0.16,82.6,2.5,1.3,NONE,0,240,878.8
AF-P17122-F1-model_v6,AF,A,198,194,0.8356,107.7,8.2,3946.7,342.0,113,59,22,0.58,0.3,181.5,5.4,2.9,NONE,0,159,3946.7
AF-P17123-F1-model_v6,AF,A,173,169,0.8276,54.1,4.9,1262.3,149.9,40,99,30,0.24,0.59,143.0,34.1,1.6,NONE,0,110,1262.3
AF-P16664-F1-model_v6,AF,A,663,659,0.8728,51.1,2.8,3137.1,189.9,176,394,89,0.27,0.6,160.5,12.9,3.7,NONE,0,111,3137.1
AF-P16861-F1-model_v6,AF,A,987,983,0.8312,61.7,3.6,2454.5,169.4,481,362,140,0.49,0.37,118.6,9.5,1.3,NONE,0,291,2454.5
AF-P17106-F1-model_v6,AF,A,351,347,0.8354,177.4,11.5,16349.3,919.8,183,84,80,0.53,0.24,333.0,4.5,3.2,NONE,0,310,16349.3
AF-P16649-F1-model_v6,AF,A,713,709,0.9266,91.3,1.8,8742.9,531.2,198,391,120,0.28,0.55,307.4,9.2,2.4,NONE,0,102,8742.9
AF-P17157-F1-model_v6,AF,A,305,301,0.8831,54.6,1.6,2510.9,221.5,137,124,40,0.46,0.41,114.6,5.4,1.5,NONE,0,196,2510.9
AF-P17065-F1-model_v6,AF,A,759,755,0.8262,77.4,4.2,2225.2,206.7,335,251,169,0.44,0.33,169.3,4.2,4.0,NONE,0,481,2225.2
AF-P16862-F1-model_v6,AF,A,959,955,0.8518,73.6,3.7,5286.3,260.5,462,355,138,0.48,0.37,145.7,7.9,1.3,NONE,0,26,5286.3
AF-P17261-F1-model_v6,AF,A,260,256,0.709,183.2,61.6,2910.5,334.9,204,33,19,0.8,0.13,227.6,13.7,1.2,NONE,0,152,2910.5
AF-P17260-F1-model_v6,AF,A,313,309,0.8368,57.6,7.2,5122.6,301.8,54,209,46,0.17,0.68,183.8,36.2,6.7,NONE,0,307,5122.6
AF-P17423-F1-model_v6,AF,A,357,353,0.8629,47.3,2.0,1431.8,138.3,145,154,54,0.41,0.44,104.7,9.5,0.9,NONE,0,82,1431.8
AF-P17536-F1-model_v6,AF,A,199,195,0.5497,318.6,180.5,4007.4,444.4,195,0,0,1.0,0.0,318.6,,,NONE,0,118,4007.4
AF-P17119-F1-model_v6,AF,A,729,725,0.7947,164.9,19.6,16675.4,674.7,422,199,104,0.58,0.27,278.2,9.8,1.9,NONE,0,183,16675.4
AF-P17121-F1-model_v6,AF,A,654,650,0.8374,41.0,2.4,1004.4,102.6,230,267,153,0.35,0.41,107.0,5.5,3.7,NONE,0,302,1004.4
AF-P17695-F1-model_v6,AF,A,143,139,0.8352,157.0,8.5,5531.8,522.4,87,40,12,0.63,0.29,245.4,11.8,0.7,NONE,0,14,5531.8
AF-P17505-F1-model_v6,AF,A,334,330,0.8297,88.0,3.5,3091.3,265.0,171,119,40,0.52,0.36,144.5,36.2,0.7,NONE,0,248,3091.3
AF-P17558-F1-model_v6,AF,A,318,314,0.8183,149.3,8.9,7405.2,487.7,182,89,43,0.58,0.28,253.1,8.1,2.2,NONE,0,202,7405.2
AF-P17214-F1-model_v6,AF,A,699,695,0.8235,129.3,12.3,10160.4,522.6,477,134,84,0.69,0.19,185.0,5.1,11.2,NONE,0,438,10160.4
AF-P17890-F1-model_v6,AF,A,251,247,0.8735,37.7,1.5,1332.9,127.7,81,95,71,0.33,0.38,106.5,5.1,2.9,NONE,0,16,1332.9
AF-P17891-F1-model_v6,AF,A,233,229,0.7623,101.7,8.1,2096.3,224.9,132,57,40,0.58,0.25,170.7,10.6,3.7,NONE,0,174,2096.3
AF-P17555-F1-model_v6,AF,A,526,522,0.8088,62.9,5.3,2126.0,165.4,221,225,76,0.42,0.43,125.2,21.7,3.7,NONE,0,115,2126.0
AF-P17709-F1-model_v6,AF,A,500,496,0.8349,74.5,3.1,2301.8,205.5,268,167,61,0.54,0.34,133.9,6.1,1.0,NONE,0,404,2301.8
AF-P17649-F1-model_v6,AF,A,471,467,0.8205,53.4,2.0,1742.1,138.7,232,162,73,0.5,0.35,104.4,3.7,1.6,NONE,0,144,1742.1
AF-P17898-F1-model_v6,AF,A,393,389,0.8336,212.9,29.9,21878.6,1167.6,301,63,25,0.77,0.16,274.0,4.7,1.9,NONE,0,364,21878.6
AF-P18239-F1-model_v6,AF,A,318,314,0.8044,162.2,31.1,10711.3,666.5,233,47,34,0.74,0.15,210.0,36.5,8.2,NONE,0,254,10711.3
AF-P17255-F1-model_v6,AF,A,1071,1067,0.8337,27.9,2.4,1309.1,82.0,397,516,154,0.37,0.48,66.5,6.1,1.1,NONE,0,1008,1309.1
AF-P18408-F1-model_v6,AF,A,261,257,0.8782,76.6,2.0,2397.0,246.0,130,85,42,0.51,0.33,147.1,5.5,2.3,NONE,0,61,2397.0
AF-P17629-F1-model_v6,AF,A,752,748,0.7889,93.8,12.3,5013.8,263.9,464,157,127,0.62,0.21,146.6,9.6,5.3,NONE,0,631,5013.8
AF-P18238-F1-model_v6,AF,A,307,303,0.777,172.2,42.6,3554.2,409.2,242,28,33,0.8,0.09,215.2,1.8,1.2,NONE,0,190,3554.2
AF-P18410-F1-model_v6,AF,A,259,255,0.7465,107.6,28.4,2408.5,252.0,173,55,27,0.68,0.22,154.9,10.3,2.1,NONE,0,108,2408.5
AF-P18411-F1-model_v6,AF,A,198,194,0.7784,308.2,65.9,7707.6,741.7,136,39,19,0.7,0.2,434.2,16.8,4.7,NONE,0,181,7707.6
AF-P17967-F1-model_v6,AF,A,522,518,0.8659,67.6,4.2,4038.1,277.8,242,232,44,0.47,0.45,128.7,16.6,0.7,NONE,0,506,4038.1
AF-P18414-F1-model_v6,AF,A,219,215,0.7517,201.9,59.3,6549.9,534.0,174,28,13,0.81,0.13,249.2,1.5,1.2,NONE,0,21,6549.9
AF-P18409-F1-model_v6,AF,A,493,489,0.8156,36.4,5.2,1268.3,115.2,123,300,66,0.25,0.61,97.3,18.8,2.7,NONE,0,380,1268.3
AF-P18496-F1-model_v6,AF,A,279,275,0.8004,35.7,4.1,788.6,84.8,121,116,38,0.44,0.42,58.7,22.6,2.0,NONE,0,182,788.6
AF-P18562-F1-model_v6,AF,A,216,212,0.8131,39.8,3.1,688.0,90.0,91,97,24,0.43,0.46,85.5,6.6,0.6,NONE,0,88,688.0
AF-P18412-F1-model_v6,AF,A,486,482,0.82,24.9,2.3,599.4,61.3,151,220,111,0.31,0.46,69.2,5.9,2.4,NONE,0,360,599.4
AF-P17442-F1-model_v6,AF,A,1178,1174,0.8206,37.2,3.6,1208.4,102.4,536,433,205,0.46,0.37,73.5,7.1,5.8,NONE,0,284,1208.4
AF-P18852-F1-model_v6,AF,A,110,106,0.7693,256.0,19.1,4403.0,543.1,68,25,13,0.64,0.24,394.4,11.7,1.8,NONE,0,28,4403.0
AF-P18544-F1-model_v6,AF,A,423,419,0.8667,90.4,1.9,4630.0,334.8,212,143,64,0.51,0.34,173.6,6.3,2.7,NONE,0,97,4630.0
AF-P18851-F1-model_v6,AF,A,423,419,0.9043,39.8,1.3,3221.5,200.8,112,245,62,0.27,0.58,108.9,17.8,1.8,NONE,0,35,3221.5
AF-P18888-F1-model_v6,AF,A,332,328,0.8573,161.9,14.0,8034.3,630.8,163,107,58,0.5,0.33,315.1,12.4,7.4,NONE,0,241,8034.3
AF-P18898-F1-model_v6,AF,A,376,372,0.8027,56.3,2.5,1189.7,127.4,221,101,50,0.59,0.27,93.1,2.6,1.9,NONE,0,221,1189.7
AF-P18634-F1-model_v6,AF,A,518,514,0.7626,12.8,2.5,271.0,27.6,86,348,80,0.17,0.68,14.3,14.0,5.9,NONE,0,31,271.0
AF-P18480-F1-model_v6,AF,A,905,901,0.8822,181.5,8.0,43109.5,1502.6,369,411,121,0.41,0.46,423.7,15.6,6.0,NONE,0,192,43109.5
